/pepetop/file_128919472.png,"khoc, buon, sad, cry"
/pepetop/file_128956998.png,"cuoimim, smile"
/pepetop/file_128956999.png,"nhanmat, frowned, khongvui, notfun"
/pepetop/file_128957000.png,"momong, dreaming"
/pepetop/file_128957001.png,"momong, dreaming"
/pepetop/file_128957002.png,"aaarrrg, trigger, tucgian"
/pepetop/file_128957003.png,"hihi, kkkk, kiki"
/pepetop/file_128957004.png,"hihi, kkkk, kiki"
/pepetop/file_128957005.png,"devil, xoatay, hehe, ngon, slurp, nice"
/pepetop/file_128957006.png,"devil, xoatay, hehe, ngon, slurp, nice"
/pepetop/file_128957007.png,"khoc, buon, sad, cry, sung, gun"
/pepetop/file_128957008.png,"glass, muluoitrai, cap"
/pepetop/file_128957009.png,"birthday, sinhnhat, buon, sad"
/pepetop/file_128957010.png,"haha, cuoisungsuong"
/pepetop/file_128957011.png,"pheloi, gethigh, high"
/pepetop/file_128957012.png,"biumoi, disrespect"
/pepetop/file_128957013.png,"cuoinherang, nherang, laugh"
/pepetop/file_128957014.png,"dethuong, cute, domat, ngaingung"
/pepetop/file_128957015.png,"xemdienthoai, lolang, worry, phone"
/pepetop/file_128957016.png,"khoc, buon, sad, cry, meu, tears, ommat"
/pepetop/file_128957017.png,"cuoinherang, nherang"
/pepetop/file_128957018.png,"tucgian, nherang, laugh"
/pepetop/file_128957019.png,"cuoitru, fakesmile"
/pepetop/file_128957020.png,"khoc, buon, sad, cry"
/pepetop/file_128957021.png,"khoc, buon, sad, cry, meu, tears"
/pepetop/file_128957022.png,"khoc, buon, sad, cry, meu, tears"
/pepetop/file_128957023.png,"ngacnhien, surprise"
/pepetop/file_128957024.png,"wow"
/pepetop/file_128957025.png,"hmm, nice, ngon"
/pepetop/file_128957026.png,"ahihi"
/pepetop/file_128957027.png,"tien, money, giau"
/pepetop/file_128957028.png,"what, caigi, wtf, nani"
/pepetop/file_128957029.png,"cuoimim, smile"
/pepetop/file_128957030.png,"ngacnhien, hoanghot"
/pepetop/file_128957031.png,"smoke, thuocla, saudoi"
